Date,HAPP artefact number,Flake Type,Mass (g),Max Length (mm),Block Length (mm),Perc Lenth (mm),Prox Width (mm),Med Width (mm),Dist Width (mm),Prox Thickness (mm),Med Thickness (mm),Distalness of Max W (mm),Dist Thickness (mm),Distalness of Max Th (mm),Plat Width (mm),Plat Thickness (mm),Int Plat Angle,Ext Plat Angle,Plat surface,Overhang removal,Initiation,Bulb of percussion,Erailure scar,Termination,Raw Material,Dorsal Cortex (%),Platform Cortex (%),Dorsal Scars,Parallel Scars,Dorsal Terminations,Aberrant Terminations,Rotations,Cortex Location,Plat Preparation,Non-plat Cortex (%),Longest Face (mm),FS1 Length (mm),FS1 Prox Wid (mm),FS1 Med Wid (mm),FS1 Dist Wid (mm),FS1 Plat Angle,FS1 Termination,FS2 Length (mm),FS2 Prox Wid (mm),FS2 Med Wid (mm),FS2 Dist Wid (mm),FS2 Plat Angle,FS2 Termination,FS3 Length (mm),FS3 Prox Wid (mm),FS3 Med  Wid (mm),FS3 Dist Wid (mm),FS3 Plat Angle,FS3 Termination,FS4 Length (mm),FS4 Prox Wid (mm),FS4 Med Wid (mm),FS4 Dist Wid (mm),FS4 Plat Angle,FS4 Termination,FS5 Length (mm),FS5 Prox Wid (mm),FS5 Med Wid (mm),FS5 Dist Wid (mm),FS5 Plat Angle,FS5 Termination,Square,HAPP Bag,Artefact Class,S1 invas,S1 angle,S2 invas,S2 angle,S3 invas,S3 angle,S4 invas,S4 angle,S5 invas,S5 angle,S6 invas,S6 angle,S7 invas,S7 angle,S8 invas,S9 invas,S9 angle,S10 invas,S10 angle,S12 invas,S12 angle,S14 invas,S14 angle,S16 invas,S16 angle,S15 invas,S15 angle,S13 invas,S13 angle,S11 invas,S11 angle,S8 angle,S1 depth,S2 depth,S3 depth,S4 depth,S5 depth,S6 depth,S7 depth,S8 depth,S9 depth,S10 depth,S11 depth,S12 depth,S13 depth,S14 depth,S15 depth,S16 depth,Retouch1 L (mm),Retouch2 L (mm),Retouch3 L (mm),Total perimeter (mm),R6 depth of retouch (mm),R3 retouch baseline (mm),Scars,Terminations,Recent Damage?,Non-conchoidal fracture planes,HAPP artefact number,comments...,S1 T1,S1 T2,S2 T1,S2 T2,S4 T1,S4 T2,S6 T1,S6 T2,S8 T1,S8 T2,S7 T1,S7 T2,S5 T1,S5 T2,S3 T1,S3 T2,S9 T1,S9 T2,S10 T1,S10 T2,S12 T1,S12 T2,S14 T1,S14 T2,S16 T1,S16 T2,S15 T1,S15 T2,S13 T1,S13 T2,S11 T1,S11 T2,Core geometry,II,GIUR A,RPI,RCI,Auto_Every_2_of_Excavation Unit,Auto_Every_3_of_Excavation Unit,Auto_Every_2_of_Excavation Un_2,Auto_Every_3_of_Excavation Un_2
11/30/05,X7,Complete,0.88,11.73,11.58,11.57,15.38,17.44,11.11,4.23,2.22,6.41,0.93,,15.55,4.12,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,30,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X8,Complete,0.89,17.2,14.98,14.98,13.3,16.52,20.26,3.42,1.79,13.51,1.21,,11.72,3.5,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,1,0,1,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X9,Complete,2.79,18.99,15.31,15.23,23.68,29.94,21.04,5.13,4.84,13.36,2.7,,22.43,4.28,110,80,Cortical,Present,Herztian,Pronounced,Absent,Feather,Quartzite,10,100,3,1,3,1,1,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X10,,44.18,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X11,,25.56,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X12,,49.35,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Zend,,232.65,,,29.71,89.05,92.89,85.78,56.09,60.07,15.01,54.15,,60.4,88.22,,,,,,,,,Andesite,,100,,1,,0,0,,Absent,0,29.7,10.51,17.44,14.27,6.54,70,Step,7.21,6.22,3.2,0.66,80,Feather,,,,,,,,,,,,,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,200,,,2,2,No,Present,Zend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centrip,0,0,0.15,0,,,,
11/30/05,Z1,Complete,39.59,46.6,37.38,37.33,60.71,64.86,45.12,12.69,9.9,11.81,4.61,,47.31,13.87,100,60,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Andesite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z3,,6.9,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z4A,,138.31,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z4B,Long L,9.66,34.38,34.36,34.34,30.38,19.65,12.81,16.01,11.68,14.99,3.09,,30.97,16.17,120,40,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Andesite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z4C,Long R,43.54,72.09,35.76,35.71,41.12,69.07,74.05,20.25,14.17,33.06,4.07,,32.77,21.6,110,50,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Andesite,0,100,1,0,1,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z5A,,293.93,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z5B,,7.64,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z5C,,5.71,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z6,,7.81,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Z7,,19.61,,,,,,,,,,,,,,,,,,,,,,Andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Z7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Qend,,174.35,,,40.66,52.46,54.84,37.68,53.12,60.61,20.53,42.94,,54.68,56.86,,,,,,,,,Quartzite,,100,,1,,1,0,,OHR,50,40.79,14.61,17.2,20.76,11.71,90,Step,42.75,26.27,36.42,22.51,70,Feather,18.18,10.06,21.28,9.34,90,Feather,16.6,10.8,7.18,3.39,100,Feather,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,180,,,4,4,No,Present,Qend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0.388,0,,,,
11/30/05,Q1,Complete,0.73,12.24,11.2,11.12,16.02,20.97,13.67,3.45,2.36,5.29,0.38,,12.9,2.45,50,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q3,Complete,1.85,18.89,13.45,13.44,25.62,30.01,22.06,4.2,4.09,7.03,2.78,,20.88,4.08,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q4,Complete,12.72,25.9,25.86,25.84,41.13,43.33,25.9,10.17,8.51,11.3,2.93,,35.6,9.31,100,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q5A,Complete,5.91,27.32,27.26,27.25,21.23,17.92,9.65,10.15,8.54,3.71,2.75,,21.24,9.08,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,40,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q5B,Complete,1.48,18.2,14.77,14.73,20.87,25.46,16.35,3.45,3.81,8.6,1.85,,12.12,1.82,90,90,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q5C,Complete,0.44,10.51,9.48,9.47,13.9,17.86,12.56,2.08,1.64,5.86,0.95,,11.52,1.99,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q6,Complete,0.69,13,12.98,12.94,13.66,12.42,7.4,3.22,2.53,1.95,1.54,,14.03,3.86,90,80,Cortical,Absent,Herztian,Absent,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q7A,,0.94,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q7B,Complete,4.76,23.99,23.96,23.95,21.4,21.7,12.24,7.86,7.4,10.01,2.31,,19.62,6.17,100,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,30,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q8,Complete,2.42,20.32,18.73,18.73,21.25,28.6,16.81,4.62,4.8,11.4,0.6,,15.86,4.15,70,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,70,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q9,,1.16,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q10,,1.71,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q11,,0.82,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q12,Complete,1.51,15.78,14.34,9.39,15.26,13.93,8.37,5.73,4.74,5.69,2.5,,15.65,5.71,80,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,30,100,1,0,0,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q13,Complete,189.35,48.56,46.09,45.58,91.14,98.1,68.1,25.19,22.98,17.24,6.18,,82.47,21.42,120,70,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,5,1,5,2,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q14,Complete,2.32,23.72,23.67,22.62,17.06,14.61,14.16,5.32,4.29,7.27,1.93,,16.71,5.26,110,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q15,Complete,7.6,29.38,23.83,23.8,33.17,33.59,17.46,7.1,7.06,6.77,1.93,,44.78,6.26,110,60,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q2,,0.63,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q16A,Complete,4.38,21.01,18,17.99,29.2,28.75,20.78,6.43,3.87,8.08,1.68,,28.09,6.9,110,60,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q16A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q16B,,2.62,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q16B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q17,Complete,1.01,15.33,14.59,14.59,21.68,17.16,13.17,2.93,2.7,5.07,0.4,,3.46,1.67,100,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q18,Complete,1.55,18.25,15.7,15.67,7.23,13.43,13.56,5.65,5.2,10.76,3.09,,7.21,4.31,80,60,>1 scar,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,0,3,1,2,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q19,,86.56,,,24.88,50,47.96,36.97,32.81,46.22,4.7,45.02,,43.39,43.37,,,,,,,,,Quartzite,,100,,1,,0,0,,OHR,20,24.77,12.02,7.86,11.99,5.38,80,Feather,16.16,9.21,12.79,5.08,70,Feather,,,,,,,,,,,,,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No,Present,Q19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centrip,0,0,0,0,,,,
11/30/05,Q20,Long L,0.98,18.64,17.29,17.12,12.07,9.66,8.03,4.84,3.98,4.12,1.64,,13.91,4.47,110,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Q21,Complete,1.71,19.32,11.2,11.16,11.03,18.98,25.89,5.2,5.81,9.98,2.71,,11.12,4.6,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Q21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Gend,,250.32,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Gend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G1,,37.64,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G2,,6.1,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G3,Trans Prox,0.46,6.76,6.62,6.54,14.81,14.91,11.28,3.37,3.63,3.12,1.22,,13.63,3.33,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G4,,0.6,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G5,,3.3,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G6,,82.91,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G7,Long R,1.46,13.49,13.19,13.17,17.77,17.43,12.96,5.38,3.7,3.91,0.79,,20.98,7.29,100,50,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,G8,,0.58,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,G8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
